id,rank,win%,k/d,dmg/rnd,region,acc_head_%,acc_head_hits,acc_body_%,acc_body_hits,acc_leg_%,acc_leg_hits,matchs_played,headshot_%,wins_total,kills_total,avg_kill_per_rnd,top_agent_nam,top_agent_time_hrs,top_agent_matchs,top_agent_win_%,top_agent_kd_avg,top_agent_adr
Kovixs#6604,Bronze 2,38.7,1.12,143.7,HU,12.9,146,78.3,883,8.8,99,31,13,12,458,0.7,Sage,6.2,10,20,0.92,122.8
DA3MON#2000,Platinum 3,50,1.16,158.4,IN,15.9,220,77.9,1076,6.2,86,"1,726",19.5,846,"28,499",0.8,Reyna,202,344,52.6,1.19,167.2
ItsLuis#9999,Ascendant 3,53.1,1.02,141.6,IT,25.1,246,69.7,682,5.2,51,"3,491",20.5,"1,710","54,062",0.7,Omen,383,663,50.1,0.99,142.6
Abu AzRaeL#7616,Silver 3,48.2,1.04,136.5,BR,15.1,158,77,805,7.8,82,775,12,362,"10,871",0.7,Chamber,248,421,46.8,1.03,137.8
His Bottom#9058,Diamond 2,53.5,1.03,140.4,US,22.7,268,72.1,852,5.2,61,726,20.4,369,"12,204",0.8,Omen,242,435,48.7,1.11,157.3
nosound#idk,Diamond 3,78.7,1.29,151.1,US,20.9,193,70.3,648,8.8,81,89,21,57,"1,442",0.9,Fade,23,44,68.2,1.15,139.8
DunWhale#RIP,Platinum 2,49,1.1,147.4,US,21,237,73.9,836,5.1,58,321,15.5,150,"4,642",0.7,Reyna,73,121,48.8,1.08,148.9
Lob#1taps,Platinum 3,50.3,0.95,138.2,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILY katie#simp,Gold 1,37.9,0.94,123.1,US,15.6,178,78.5,897,5.9,68,"1,078",16.8,507,"12,323",0.6,Sage,344,597,45.4,0.69,104.2
ffwl#J34w,Immortal 1,71.4,0.84,127.2,TH,25.7,234,69.3,630,5,45,661,22.5,350,"11,104",0.8,Chamber,138,246,52.4,1.05,147.5
Medo#EGYPT,Ascendant 3,75,1.04,136.3,EG,23.5,230,70.3,688,6.2,61,457,22.7,232,"7,632",0.8,Cypher,80,130,55.4,1.14,144.6
gokushima#lord,Immortal 2,78.1,1.66,204.2,LV,26.9,313,68.9,801,4.1,48,64,28.1,50,"1,436",1.1,Reyna,12,22,77.3,1.67,213
bald zoomer#shine,Unranked,42.9,1.17,160.4,US,32.1,310,61.1,590,6.8,66,139,25.3,71,"2,529",0.9,Sage,34,60,55,1.31,174.7
1MPRESS1V3#3091,Immortal 1,46.4,1.14,156.4,RU,28.1,339,65.8,793,6.1,73,"1,398",24.6,703,"24,474",0.8,Sage,225,380,50.8,1.18,156.2
kloudz#LMAO,Ascendant 2,77.8,1.09,134.1,US,21.5,199,71,657,7.5,69,557,17.3,287,"8,917",0.8,Sova,75,137,55.5,1.09,143.2
AndviK#SUS,Platinum 2,60.3,1.18,134.2,UA,20.5,171,73.9,616,5.6,47,322,15,156,"4,342",0.7,Chamber,51,90,54.4,1.19,137.8
sagab00#WHIFF,Platinum 2,45.2,0.77,111.2,ID,19.5,171,72.4,634,8.1,71,580,14.3,307,"7,861",0.7,Chamber,97,167,59.3,1.05,141.6
TyFl0s#16yo,Ascendant 3,45.1,1.07,147.6,BG,20.2,239,73.6,871,6.3,74,"1,544",18,776,"23,485",0.7,Sage,226,389,53,1,132.9
Stotte#EUW,Platinum 3,53.3,1.08,141,TN,17.9,174,74.7,727,7.4,72,"1,151",15.6,559,"16,470",0.7,Viper,266,449,52.6,1.01,136.5
Jco#VILLE,Platinum 2,61.9,1.11,134.6,CA,33,266,59.9,482,7.1,57,331,26.2,162,"5,019",0.7,Astra,61,113,53.1,1.14,152.1
Ash08#Ash,Unranked,62.5,0.86,98.2,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoNA#Kimtx,Platinum 1,56.6,1.15,156,ID,24.3,236,70.3,683,5.4,52,696,22.1,342,"10,589",0.7,Omen,102,175,47.4,0.94,132.9
HomoMilk#8009,Silver 1,44.3,1.08,149.5,US,14.5,201,80.3,1115,5.2,72,"1,416",13.4,693,"18,742",0.7,Raze,203,366,49.2,0.94,142.2
THG Chessy#Faker,Unranked,40,0.72,120.4,VN,30.6,108,63.7,225,5.7,20,8,30.6,2,117,0.7,KAY/O,5.1,8,25,0.8,131.6
Dimos#2001,Platinum 3,50.9,1.06,153.4,GR,15.9,197,74.2,920,9.9,123,698,11.9,336,"10,882",0.7,Breach,354,610,48.2,1.03,144.4
hacker#2990,Silver 3,51.4,0.77,116.9,CA,16.7,170,75.9,773,7.4,75,60,19,33,778,0.6,Fade,22,37,48.6,0.76,120
ollibr#5453,Gold 2,57.6,1.03,144.9,SE,18.6,208,70.8,793,10.6,119,306,14.1,148,"4,634",0.7,Jett,36,63,50.8,1.03,144.7
Gramps#OIder,Bronze 2,40,0.95,131.6,US,13.1,152,77.8,900,9.1,105,467,12.4,225,"6,254",0.7,Sova,143,253,48.6,0.97,134.9
AbhiPangotra#0069,Gold 1,52.7,1.09,147.6,IN,11.6,148,75.1,957,13.3,169,"1,044",10.6,509,"16,704",0.8,Raze,161,270,51.1,1.1,168.4
t3ccccch1y#4393,Platinum 1,44,0.99,143.1,JP,22.5,205,72.1,656,5.4,49,571,15.1,286,"8,476",0.7,Chamber,173,272,53.3,1.15,149.2
JesseSybur#00069,Bronze 2,45.6,0.97,124.1,UG,20.9,187,74.7,668,4.4,39,293,15,142,"3,310",0.6,Chamber,42,70,41.4,1,126.4
Moni午#3015,Unranked,0,0,0,DE,20.1,223,75.1,834,4.8,53,157,11.7,78,"2,485",0.8,Raze,38,66,47,0.83,136.9
0014#bottm,Diamond 1,62.5,0.97,140.7,LT,25.8,217,69,580,5.1,43,444,23.4,235,"6,956",0.8,Chamber,71,122,62.3,1.09,153.3
notorious#911,Platinum 2,58.8,1.29,183.2,TR,22.3,268,70.8,852,6.9,83,721,18.8,363,"15,142",1,Reyna,184,316,48.7,1.56,204.9
B1gChungus21#1234,Bronze 3,55.1,1.03,151.6,GB,14.3,220,77.9,1202,7.8,121,697,15,340,"9,808",0.7,Yoru,158,274,46,0.84,129.2
Hell Shisho#10a05,Platinum 3,46.8,0.97,136.8,DE,21.3,253,72.2,859,6.5,77,"2,957",19.9,"1,426","43,696",0.7,Sage,609,"1,034",49.4,0.93,124.8
femboy#tofs,Platinum 2,65,1.03,128.6,SE,27.9,253,68.5,621,3.6,33,49,30.7,26,738,0.8,Chamber,6.8,13,53.8,1.08,145.8
nev#007,Silver 2,43.8,0.99,144.3,US,18,215,73.8,883,8.3,99,73,17.2,37,"1,157",0.8,Reyna,21,39,51.3,1.26,177.8
Gwythiel#69420,Platinum 1,75,0.97,148.5,AU,15.2,178,79.4,931,5.5,64,869,11.5,437,"10,542",0.6,Sage,144,251,52.2,0.72,105.4
Rahil#simp,Silver 1,51.4,0.87,129.6,IN,10.6,126,77,916,12.4,148,139,10.4,69,"1,805",0.6,Jett,22,40,47.5,0.95,146.2
TWabdethekidd#1234,Unranked,75,1.36,87.3,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prez1dent#EMEA,Ascendant 3,53,1.18,151.5,LV,21.6,189,73,638,5.4,47,"1,111",20.1,566,"17,298",0.7,Chamber,81,135,56.3,1.15,146.3
Webzie#0000,Ascendant 3,50,0.63,96.6,FI,22.7,161,70.7,502,6.6,47,68,25.5,46,"1,110",0.8,Chamber,17,33,72.7,1.27,161.4
Ктото#0000,Platinum 1,49.5,1.1,152.4,UA,16.3,214,75.3,987,8.3,109,112,18.4,56,"1,885",0.8,Reyna,24,41,56.1,1.26,167.7
Scare#Spook,Gold 2,80,1.24,155.8,PH,14.3,172,78.7,944,7,84,704,14,340,"10,475",0.7,Omen,101,177,46.9,1.06,140.7
VALDI#000,Platinum 2,51.8,1.23,153.3,ID,15.8,242,75.1,1151,9.1,140,669,13.4,328,"10,249",0.7,Fade,229,398,47,0.99,133.8
Adventurous#4652,Platinum 3,44.2,0.96,132.9,None,23.2,200,72.7,627,4.2,36,"1,272",17.4,625,"19,950",0.8,Jett,180,315,48.6,1.11,160.5
Sweet#Kyle,Diamond 3,54.1,0.97,118.7,AU,27.9,248,66.1,588,6,53,589,26,298,"10,030",0.8,Reyna,101,180,52.8,1.33,184.1
blub#6942,Gold 2,48.4,1.06,157.7,MN,19.4,208,73.5,788,7.1,76,407,18.7,190,"6,909",0.8,Omen,94,170,48.8,1.05,157.8
SantasLittleThot#wolfy,Gold 1,46.3,0.98,140.8,US,18,203,77.7,878,4.3,49,220,16.3,110,"3,196",0.7,Chamber,34,59,47.5,1.05,152.7
DaniSoos#2521,Ascendant 1,51.3,1.2,155.7,RU,21.8,228,73,764,5.3,55,388,25.2,198,"6,189",0.8,KAY/O,39,69,56.5,1.01,134.9
Finesse#1647,Ascendant 1,54.3,1.23,171.2,PL,33.3,312,63.4,594,3.3,31,73,28.9,40,"1,381",0.9,Chamber,19,35,57.1,1.23,169
Qyzi#3793,Platinum 2,52.5,0.98,127.6,US,19.6,192,75.2,735,5.2,51,292,16.6,154,"4,068",0.7,KAY/O,43,75,52,0.86,122.6
xSkewber#UwU,Immortal 3,65.3,1.02,126.7,US,21.4,217,68.7,695,9.9,100,"3,307",21.7,"1,650","50,992",0.7,Sage,1293,"2,316",51.3,1.01,131.9
MissCelestial#milfz,Silver 1,40,0.78,121.4,GB,10.3,99,78.8,756,10.9,105,64,10.3,33,613,0.5,Sage,16,29,62.1,0.67,95.1
Grimvolk#Grim,Platinum 2,50,0.85,133.2,US,21.8,198,73.1,663,5.1,46,317,14.8,161,"4,567",0.7,Chamber,79,140,54.3,1.07,147
Cryp#3902,Silver 3,54.5,1.17,166.5,US,20.5,266,75.6,979,3.9,50,206,18.8,104,"3,656",0.9,Reyna,41,75,50.7,1.31,182.9
Jahs1er#TTV,Diamond 3,50.5,1.1,154.7,US,27,292,67.9,735,5.1,55,"2,352",20,"1,154","39,985",0.8,Reyna,268,470,50,1.22,178.6
Кен Канеки#ЯГУЛЬ,Gold 1,50,0.97,120.2,UA,23,186,70,567,7,57,710,14.1,346,"9,833",0.7,Viper,93,159,46.5,0.97,136.3
D1scordM0mmy#beg,Platinum 2,50,1.14,155.7,US,21.6,225,71.3,742,7,73,202,20.5,108,"3,249",0.8,Viper,40,67,49.3,0.91,126.3
TheAlbanianMamba#NA1,Ascendant 1,48,1.04,143,US,28.9,247,64.4,550,6.7,57,"1,894",23.3,926,"30,948",0.8,Chamber,237,424,51.2,1.15,149.5
Eva#2003,Gold 1,48.8,1.15,167.1,EG,21.1,295,73.1,1023,5.8,81,"1,075",14.1,508,"19,015",0.9,Reyna,302,522,48.7,1.2,172.7
Ponyo#1437,Platinum 1,37.5,1.14,167.5,US,20.1,255,73.7,935,6.2,78,505,12.5,246,"6,307",0.6,Sage,68,115,47.8,0.49,74.8
E x Y u Ersan#1799,Ascendant 1,50.7,1.14,162,DE,17.5,216,72.4,894,10.1,125,"1,309",17.3,637,"22,665",0.8,Jett,576,"1,001",49,1.17,163.6
Koperkuba#EUNE,Iron 3,62.5,0.95,113.5,MD,5.5,76,72.1,995,22.4,309,188,7.7,88,"2,473",0.7,Skye,50,92,53.3,0.93,135.2
Miyuna#ilym,Diamond 3,50.7,1,129.6,US,32.1,257,65.1,521,2.8,22,"1,068",25.5,535,"15,984",0.7,Jett,138,248,51.6,1.08,154.2
vsp#Qian,Ascendant 3,54.5,1.12,148.5,GB,35,316,61.1,551,3.9,35,"1,806",22.8,913,"28,853",0.8,Reyna,315,541,49.5,1.08,148.7
ImBnaZ#2602,Diamond 3,55,1.12,156,TN,32.4,267,62.9,518,4.6,38,"1,067",25,544,"17,536",0.8,Jett,294,514,54.5,1.18,164.7
Sintaara#1TAP,Gold 3,33.3,0.89,132.4,BD,19.4,198,73.1,746,7.5,77,439,17.2,213,"6,177",0.7,Jett,45,79,50.6,0.96,139.6
Fire#42424,Gold 1,40.9,0.77,121.3,AU,16.9,183,75.2,815,7.9,86,596,16.7,306,"8,006",0.7,Sage,128,235,57,0.85,124.7
TRAUMA#Mucho,Silver 3,47.8,1.17,157.5,US,10.4,124,78.3,933,11.3,135,77,10.5,39,"1,279",0.8,Omen,44,77,50.6,1.14,153.5
pika#girl,Silver 1,47.4,0.8,115.4,US,20.9,205,71.6,702,7.5,74,439,18.8,218,"6,262",0.7,Reyna,53,96,47.9,1.05,152.9
Baji#TRMP,Ascendant 3,67.5,1.27,154.2,GB,19.7,189,73.7,706,6.6,63,125,19.9,79,"2,093",0.8,Phoenix,25,42,45.2,1.21,158.3
JacKyNN#00001,Ascendant 1,83.3,1.12,165.7,TR,20.9,268,71.5,915,7.6,97,978,21.2,486,"16,048",0.8,Reyna,111,199,50.3,1.24,171.1
5Khal#6193,Silver 1,44.4,1.18,160.2,US,17.5,244,72.3,1007,10.1,141,98,14.4,46,"1,551",0.7,KAY/O,25,45,48.9,1,137.9
Liv#0910,Bronze 1,55.6,0.62,104.3,US,10.3,76,71.3,527,18.4,136,12,10.3,6,156,0.6,Omen,3,5,60,0.64,114.8
Fyren#9218,Gold 2,40,0.66,88.4,PT,12.2,113,79,732,8.8,82,929,12.2,449,"13,283",0.7,Skye,132,234,49.6,0.93,134.8
VeridisQuo絶#5150,Gold 1,48.3,1.16,165.7,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28Bcnny#hot,Ascendant 3,53.4,1,144.3,DE,31.2,266,66.7,568,2.1,18,"1,350",20.8,661,"20,943",0.7,Omen,281,480,50.4,1,140.8
PepeFearTwitch#TTV,Ascendant 1,52.8,1.19,152,KR,20.7,196,71.6,678,7.7,73,686,20.4,333,"10,236",0.7,Jett,76,124,47.6,1.05,145.3
joji#modus,Silver 2,47.5,1.06,151.7,None,11.7,169,77.7,1118,10.6,152,185,13.6,95,"2,896",0.8,Jett,75,135,52.6,1.01,152.7
Zoxuie#SMURF,Silver 2,41.4,1.05,164.3,US,12.7,143,79.9,896,7.4,83,252,13.2,118,"3,989",0.8,Sage,58,103,51.5,1.23,169
TangoMangle#4723,Silver 3,51.3,1.24,164.4,US,15.4,236,78.1,1195,6.5,100,148,12.2,73,"2,546",0.8,Yoru,78,132,50,1.18,159.9
Galxone#6556,Diamond 3,51.1,1.09,150.3,SE,17.4,168,76.8,743,5.9,57,423,14.8,208,"6,200",0.7,Sova,144,245,49.8,0.9,130.8
VGS PanshSSJ#CHI,Platinum 2,51.6,1.06,132.7,CL,10.7,140,77.3,1009,12,156,"1,291",9.8,609,"19,879",0.7,Raze,164,268,49.6,1.13,159
DC Austin#1311,Diamond 3,57,1.04,130,IN,25.5,196,67.6,519,6.9,53,"1,260",17.9,630,"20,093",0.8,Sova,127,220,47.7,1.06,141.4
HΛZΞ ツ#3GΞN,Iron 1,60,0.66,93.7,LK,8.7,86,66.9,662,24.4,242,78,9.9,34,698,0.5,Neon,17,29,41.4,0.68,106.3
Zephyr#3030,Diamond 2,53.7,1.16,159.8,IN,20.8,232,73.7,822,5.6,62,799,17.7,413,"13,108",0.8,Viper,207,349,52.7,1.03,145
p1ckLe#p1ck,Bronze 3,40,1.25,171,RU,11.3,155,75.7,1042,13,179,83,12.2,29,"1,261",0.7,Sage,20,34,35.3,1.02,146.2
syn0x#NYASH,Platinum 1,52.8,1.19,152.3,DE,21.1,232,73.4,809,5.5,61,625,17.5,308,"9,245",0.7,Reyna,67,120,50,1.09,152.3
Meyfli#EUW,Platinum 2,48.3,1.01,132.9,DE,24.7,185,71.7,538,3.6,27,710,23.8,347,"10,023",0.7,Sage,169,297,51.5,1.03,133.6
coldShimo#8198,Gold 2,41.5,0.78,107.4,BE,20.8,164,75.3,595,3.9,31,200,12.2,100,"1,873",0.5,Raze,41,67,55.2,0.66,105.6
EL savage#0004,Platinum 1,55.2,1.22,157.9,RU,23.4,224,71,680,5.6,54,297,16.6,154,"4,289",0.7,Sage,39,69,56.5,0.81,117.1
Art#OTF,Immortal 1,100,1.06,136.1,CA,38.8,321,56.8,470,4.5,37,288,16.1,155,"4,328",0.7,Jett,73,128,54.7,1.04,145.7
Highcat#Nom,Platinum 1,50,0.87,113.1,DE,20.6,168,71.9,586,7.5,61,294,18.5,152,"3,765",0.6,Jett,38,70,54.3,0.86,132
Schnecke#NIP,Unranked,55.6,1.25,153.9,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akirashiroyanagi#7056,Unranked,66.7,1.37,163,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Слоник Макс#Pоrno,Diamond 2,45.2,0.97,147.4,RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotatoUrionn#4582,Unranked,40,0.68,91.7,PH,14.6,39,64.8,173,20.6,55,7,14.6,2,61,0.4,Sova,1.8,3,0,0.52,64.8
zackpiu#1204,Silver 1,33.3,0.84,120,BR,16.2,127,75.4,591,8.4,66,32,17.2,15,420,0.6,Chamber,6.7,12,58.3,1.05,137.7
HUNTER 鷲#MCBC,Silver 2,53.8,0.95,131.3,IN,11.7,189,78.6,1270,9.7,156,299,14.1,153,"4,240",0.7,Killjoy,31,53,58.5,0.94,136.3
RIX Addy#lmao,Platinum 1,44.3,0.86,124.5,IN,15.1,181,78.7,944,6.2,74,"1,818",12.4,901,"28,544",0.8,Reyna,263,457,50.1,1.21,158.1
Blue bean#BEANS,Gold 1,49.4,1.15,150.5,SE,16.1,172,74.9,802,9.1,97,203,14.8,95,"3,380",0.8,Reyna,30,52,50,1.29,162.4
Pikachu#4018,Ascendant 3,50,0.94,135.5,BG,22.9,200,71.9,628,5.3,46,329,23.8,180,"5,567",0.8,Jett,125,217,54.8,1.11,154.3
Crusader2454#6842,Gold 2,46.3,1.11,164.9,US,23.5,269,72.7,834,3.8,44,330,19.4,164,"5,402",0.8,Jett,40,73,42.5,1.05,158.4
WAY Luzila#444,Gold 1,47.8,1,145.2,DE,17.8,178,74,741,8.3,83,379,14.6,185,"6,049",0.8,Reyna,36,65,53.8,1.14,164.8
brah#toxic,Diamond 2,60.6,1.1,166.6,RS,25.6,194,70.7,536,3.7,28,200,20.1,106,"3,118",0.8,Jett,60,110,56.4,0.99,152.5
Esperia#5767,Diamond 1,47.7,0.87,125.6,FR,24.4,201,69.7,574,5.9,49,804,17.5,407,"11,137",0.7,Fade,122,201,51.7,0.9,129.7
Dgrz5K#144,Platinum 1,53.3,1,130.6,VN,15.8,194,75.9,932,8.3,102,112,15.7,59,"1,612",0.7,KAY/O,17,29,44.8,0.91,122.7
UniQue wiebie#crab,Ascendant 2,59.4,1.17,155.3,NL,25.3,248,70.3,690,4.4,43,393,19.1,214,"6,939",0.8,Sova,145,247,57.9,1.3,166.2
aho#lifts,Silver 1,52.9,0.9,134.5,US,14.6,159,77,841,8.4,92,609,14.9,287,"6,705",0.6,KAY/O,162,286,43.4,0.61,103.7
Sypex#666,Ascendant 1,28.6,0.9,136.1,TR,30,241,64.6,519,5.4,43,"2,052",26.9,"1,037","34,316",0.8,Jett,431,778,51.9,1.13,154.7
Aspect#lele,Bronze 2,34.4,0.92,136,SY,16,213,75.2,1004,8.8,118,37,15.9,15,545,0.7,Reyna,11,19,52.6,1.11,160.5
